1541859982.052692,1.33
1541859982.1467397,1.32
1541859982.1994574,1.32
1541859982.2519042,1.31
1541859982.3045046,1.31
1541859982.3569522,1.3
1541859982.409365,1.31
1541859982.461805,1.31
1541859982.5141551,1.31
1541859982.5667553,1.31
1541859982.6191561,1.31
1541859982.671603,1.31
1541859982.7239707,1.31
1541859982.7763667,1.31
1541859982.828796,1.3
1541859982.881479,1.31
1541859982.9341564,1.3
1541859982.9865475,1.29
1541859983.0389822,1.28
1541859983.091678,1.27
1541859983.1441126,1.28
1541859983.1965096,1.28
1541859983.2490575,1.27
1541859983.3018842,1.26
1541859983.3544512,1.26
1541859983.4070253,1.26
1541859983.4593663,1.26
1541859983.511912,1.24
1541859983.564328,1.23
1541859983.61715,1.22
1541859983.669509,1.22
1541859983.7219386,1.22
1541859983.7743044,1.2
1541859983.8269885,1.19
1541859983.8799055,1.19
1541859983.9323175,1.18
1541859983.984665,1.17
1541859984.0372913,1.16
1541859984.0896866,1.16
1541859984.14214,1.16
1541859984.1944575,1.15
1541859984.2568278,1.14
1541859984.3093507,1.13
1541859984.361742,1.13
1541859984.414166,1.11
1541859984.4665606,1.11
1541859984.5191004,1.11
1541859984.57198,1.1
1541859984.6243732,1.1
1541859984.6767952,1.09
1541859984.7291224,1.08
1541859984.7819598,1.08
1541859984.834404,1.07
1541859984.8873622,1.06
1541859984.939737,1.06
1541859984.992126,1.05
1541859985.0448017,1.04
1541859985.0972,1.04
1541859985.149567,1.03
1541859985.2019875,1.02
1541859985.2546225,1.02
1541859985.3073254,1.02
1541859985.3596764,1.02
1541859985.4121265,1.0
1541859985.4644992,0.99
1541859985.5169084,0.98
1541859985.5695891,0.97
1541859985.6225197,0.97
1541859985.6749058,0.98
1541859985.7272625,0.97
1541859985.780053,0.97
1541859985.8324413,0.96
1541859985.8848524,0.95
1541859985.937207,0.95
1541859985.9899948,0.93
1541859986.0426753,0.93
1541859986.095128,0.92
1541859986.1475196,0.91
1541859986.1999793,0.91
1541859986.252365,0.91
1541859986.3052027,0.9
1541859986.357967,0.9
1541859986.4104426,0.9
1541859986.4627688,0.89
1541859986.515145,0.88
1541859986.5679975,0.88
1541859986.620528,0.86
1541859986.6729214,0.86
1541859986.7253647,0.86
1541859986.777722,0.86
1541859986.8303947,0.85
1541859986.8829968,0.85
1541859986.9358974,0.84
1541859986.988365,0.85
1541859987.0408077,0.84
1541859987.093555,0.84
1541859987.1459436,0.84
1541859987.19831,0.83
1541859987.2510803,0.82
1541859987.303767,0.8
1541859987.3561807,0.79
1541859987.4085352,0.77
1541859987.4613912,0.76
1541859987.513849,0.76
1541859987.566224,0.74
1541859987.6187198,0.73
1541859987.6712174,0.7
1541859987.7236233,0.68
1541859987.7760084,0.67
1541859987.8284135,0.65
1541859987.881279,0.64
1541859987.9336596,0.61
1541859987.986021,0.61
1541859988.0387769,0.58
1541859988.0916378,0.56
1541859988.1440578,0.53
1541859988.1964273,0.54
1541859988.2491667,0.55
1541859988.301613,0.53
1541859988.3541605,0.54
1541859988.4065778,0.51
1541859988.458983,0.49
1541859988.5114262,0.51
1541859988.5641732,0.51
1541859988.6166553,0.48
1541859988.6690316,0.46
1541859988.7214804,0.45
1541859988.7739866,0.46
1541859988.8268235,0.45
1541859988.879257,0.45
1541859988.9317367,0.45
1541859988.9840739,0.43
1541859989.0364416,0.43
1541859989.089306,0.43
1541859989.141763,0.41
1541859989.1946037,0.42
1541859989.2493653,0.41
1541859989.301807,0.41
1541859989.3542874,0.41
1541859989.407205,0.4
1541859989.4596019,0.4
1541859989.5120113,0.41
1541859989.5647674,0.41
1541859989.617135,0.39
1541859989.6695337,0.41
1541859989.7219512,0.4
1541859989.7747965,0.39
1541859989.827609,0.38
1541859989.8801053,0.36
1541859989.932474,0.37
1541859989.9848263,0.37
1541859990.0371742,0.35
1541859990.090059,0.33
1541859990.1425223,0.33
1541859990.194906,0.32
1541859990.2473538,0.33
1541859990.2997234,0.32
1541859990.3526251,0.32
1541859990.4049888,0.31
1541859990.4574854,0.31
1541859990.5101302,0.3
1541859990.5629423,0.27
1541859990.6153228,0.26
1541859990.6676836,0.28
1541859990.7204766,0.27
1541859990.7728546,0.27
1541859990.8256292,0.26
1541859990.878007,0.24
1541859990.9306064,0.21
1541859990.9829504,0.22
1541859991.0354586,0.21
1541859991.0878794,0.22
1541859991.140393,0.22
1541859991.1927884,0.2
1541859991.245201,0.21
1541859991.298037,0.2
1541859991.3504887,0.19
1541859991.4029129,0.18
1541859991.4553554,0.16
1541859991.5081425,0.16
1541859991.5606256,0.15
1541859991.6130133,0.13
1541859991.6658537,0.13
1541859991.7182393,0.13
1541859991.7707176,0.13
1541859991.8231103,0.11
1541859991.8759134,0.12
1541859991.9283364,0.11
1541859991.9808235,0.09
1541859992.033167,0.09
1541859992.0858834,0.09
1541859992.1382933,0.09
1541859992.1907833,0.09
1541859992.243384,0.06
1541859992.2957492,0.05
1541859992.348652,0.04
1541859992.4010944,0.02
1541859992.4534426,0.01
1541859992.5057986,0.0
1541859992.5585642,0.02
